,PC6,Gemeentenaam
1399,7482,Haaksbergen
1400,7481,Haaksbergen
1401,2037,Haarlem
1402,2011,Haarlem
1403,2033,Haarlem
1404,2035,Haarlem
1405,2034,Haarlem
1406,2036,Haarlem
1407,2013,Haarlem
1408,2019,Haarlem
1409,2024,Haarlem
1410,2026,Haarlem
1411,2063,Haarlem
1412,2012,Haarlem
1413,2032,Haarlem
1414,2015,Haarlem
1415,2021,Haarlem
1416,2022,Haarlem
1417,2023,Haarlem
1418,2025,Haarlem
1419,2031,Haarlem
1420,2014,Haarlem
1421,2142,Haarlemmermeer
1422,2158,Haarlemmermeer
1423,2141,Haarlemmermeer
1424,2135,Haarlemmermeer
1425,2136,Haarlemmermeer
1426,2151,Haarlemmermeer
1427,2153,Haarlemmermeer
1428,1165,Haarlemmermeer
1429,2165,Haarlemmermeer
1430,1171,Haarlemmermeer
1431,1437,Haarlemmermeer
1432,1436,Haarlemmermeer
1433,1435,Haarlemmermeer
1434,1161,Haarlemmermeer
1435,1118,Haarlemmermeer
1436,1117,Haarlemmermeer
1437,2134,Haarlemmermeer
1438,2131,Haarlemmermeer
1439,1175,Haarlemmermeer
1440,1119,Haarlemmermeer
1441,2132,Haarlemmermeer
1442,2065,Haarlemmermeer
1443,2157,Haarlemmermeer
1444,2155,Haarlemmermeer
1445,2156,Haarlemmermeer
1446,2154,Haarlemmermeer
1447,2143,Haarlemmermeer
1448,2144,Haarlemmermeer
1449,2133,Haarlemmermeer
1450,1438,Haarlemmermeer
1451,2152,Haarlemmermeer
1452,2064,Haarlemmermeer
1453,4751,Halderberge
1454,4744,Halderberge
1455,4754,Halderberge
1456,4741,Halderberge
1457,4731,Halderberge
1458,7692,Hardenberg
1459,7693,Hardenberg
1460,7702,Hardenberg
1461,7695,Hardenberg
1462,7694,Hardenberg
1463,7775,Hardenberg
1464,7773,Hardenberg
1465,7777,Hardenberg
1466,7784,Hardenberg
1467,7776,Hardenberg
1468,7792,Hardenberg
1469,7794,Hardenberg
1470,7778,Hardenberg
1471,7701,Hardenberg
1472,7781,Hardenberg
1473,7793,Hardenberg
1474,7788,Hardenberg
1475,7791,Hardenberg
1476,7696,Hardenberg
1477,7779,Hardenberg
1478,7782,Hardenberg
1479,7787,Hardenberg
1480,7691,Hardenberg
1481,7707,Hardenberg
1482,7783,Hardenberg
1483,7771,Hardenberg
1484,7772,Hardenberg
1485,7797,Hardenberg
1486,7795,Hardenberg
1487,7796,Hardenberg
1488,7786,Hardenberg
1489,7785,Hardenberg
1490,7798,Hardenberg
1491,3846,Harderwijk
1492,3848,Harderwijk
1493,3841,Harderwijk
1494,3847,Harderwijk
1495,3849,Harderwijk
1496,3844,Harderwijk
1497,3845,Harderwijk
1498,3842,Harderwijk
1499,3843,Harderwijk
1500,3371,Hardinxveld-Giessendam
1501,3372,Hardinxveld-Giessendam
1502,3373,Hardinxveld-Giessendam
1503,8861,Harlingen
1504,8857,Harlingen
1505,8872,Harlingen
1506,8862,Harlingen
1507,8871,Harlingen
1508,8052,Hattem
1509,8051,Hattem
1510,1965,Heemskerk
1511,1963,Heemskerk
1512,1964,Heemskerk
1513,1967,Heemskerk
1514,1968,Heemskerk
1515,1961,Heemskerk
1516,1969,Heemskerk
1517,1966,Heemskerk
1518,1962,Heemskerk
1519,2104,Heemstede
1520,2101,Heemstede
1521,2105,Heemstede
1522,2106,Heemstede
1523,2103,Heemstede
1524,2102,Heemstede
1525,8194,Heerde
1526,8191,Heerde
1527,8181,Heerde
1528,8193,Heerde
1529,8454,Heerenveen
1530,8495,Heerenveen
1531,8443,Heerenveen
1532,8444,Heerenveen
1533,8415,Heerenveen
1534,8446,Heerenveen
1535,8451,Heerenveen
1536,8445,Heerenveen
1537,8447,Heerenveen
1538,8413,Heerenveen
1539,8449,Heerenveen
1540,8448,Heerenveen
1541,8442,Heerenveen
1542,8414,Heerenveen
1543,8494,Heerenveen
1544,8455,Heerenveen
1545,8441,Heerenveen
1546,8411,Heerenveen
1547,8412,Heerenveen
1548,8456,Heerenveen
1549,8458,Heerenveen
1550,8468,Heerenveen
1551,8459,Heerenveen
1552,8457,Heerenveen
1553,8491,Heerenveen
1554,8453,Heerenveen
1555,8452,Heerenveen
1556,8469,Heerenveen
1557,6417,Heerlen
1558,6414,Heerlen
1559,6413,Heerlen
1560,6415,Heerlen
1561,6416,Heerlen
1562,6418,Heerlen
1563,6411,Heerlen
1564,6431,Heerlen
1565,6421,Heerlen
1566,6422,Heerlen
1567,6419,Heerlen
1568,6432,Heerlen
1569,6412,Heerlen
1570,6433,Heerlen
1571,6029,Heeze-Leende
1572,5595,Heeze-Leende
1573,5591,Heeze-Leende
1574,1853,Heiloo
1575,1852,Heiloo
1576,1851,Heiloo
1577,7443,Hellendoorn
1578,7447,Hellendoorn
1579,7688,Hellendoorn
1580,7448,Hellendoorn
1581,7687,Hellendoorn
1582,7441,Hellendoorn
1583,7442,Hellendoorn
1584,3221,Hellevoetsluis
1585,3227,Hellevoetsluis
1586,3223,Hellevoetsluis
1587,3224,Hellevoetsluis
1588,3222,Hellevoetsluis
1589,3225,Hellevoetsluis
1590,5702,Helmond
1591,5704,Helmond
1592,5705,Helmond
1593,5708,Helmond
1594,5706,Helmond
1595,5709,Helmond
1596,5707,Helmond
1597,5703,Helmond
1598,5701,Helmond
1599,3343,Hendrik-Ido-Ambacht
1600,3342,Hendrik-Ido-Ambacht
1601,3341,Hendrik-Ido-Ambacht
1602,3344,Hendrik-Ido-Ambacht
1603,7553,Hengelo
1604,7551,Hengelo
1605,7554,Hengelo
1606,7555,Hengelo
1607,7557,Hengelo
1608,7556,Hengelo
1609,7559,Hengelo
1610,7558,Hengelo
1611,7552,Hengelo
1612,9951,Het Hogeland
1613,9953,Het Hogeland
1614,9962,Het Hogeland
1615,9963,Het Hogeland
1616,9961,Het Hogeland
1617,9972,Het Hogeland
1618,9959,Het Hogeland
1619,9988,Het Hogeland
1620,9996,Het Hogeland
1621,9999,Het Hogeland
1622,9998,Het Hogeland
1623,9997,Het Hogeland
1624,9785,Het Hogeland
1625,9781,Het Hogeland
1626,9986,Het Hogeland
1627,9771,Het Hogeland
1628,9774,Het Hogeland
1629,9784,Het Hogeland
1630,9925,Het Hogeland
1631,9995,Het Hogeland
1632,9989,Het Hogeland
1633,9964,Het Hogeland
1634,9981,Het Hogeland
1635,9773,Het Hogeland
1636,9982,Het Hogeland
1637,9984,Het Hogeland
1638,9971,Het Hogeland
1639,9957,Het Hogeland
1640,9956,Het Hogeland
1641,9965,Het Hogeland
1642,9955,Het Hogeland
1643,9967,Het Hogeland
1644,9966,Het Hogeland
1645,9968,Het Hogeland
1646,9985,Het Hogeland
1647,9976,Het Hogeland
1648,9977,Het Hogeland
1649,9975,Het Hogeland
1650,9954,Het Hogeland
1651,9979,Het Hogeland
1652,9978,Het Hogeland
1653,9974,Het Hogeland
1654,9969,Het Hogeland
1655,9973,Het Hogeland
1656,9983,Het Hogeland
1657,6582,Heumen
1658,6612,Heumen
1659,6611,Heumen
1660,6581,Heumen
1661,5252,Heusden
1662,5255,Heusden
1663,5157,Heusden
1664,5156,Heusden
1665,5253,Heusden
1666,5254,Heusden
1667,5256,Heusden
1668,5154,Heusden
1669,5257,Heusden
1670,5158,Heusden
1671,5152,Heusden
1672,5151,Heusden
1673,5251,Heusden
1674,2181,Hillegom
1675,2182,Hillegom
1676,5091,Hilvarenbeek
1677,5084,Hilvarenbeek
1678,5089,Hilvarenbeek
1679,5087,Hilvarenbeek
1680,5085,Hilvarenbeek
1681,5081,Hilvarenbeek
1682,1212,Hilversum
1683,1214,Hilversum
1684,1211,Hilversum
1685,1213,Hilversum
1686,1221,Hilversum
1687,1215,Hilversum
1688,1223,Hilversum
1689,1218,Hilversum
1690,1217,Hilversum
1691,1216,Hilversum
1692,1222,Hilversum
1693,3261,Hoeksche Waard
1694,3265,Hoeksche Waard
1695,3273,Hoeksche Waard
1696,3267,Hoeksche Waard
1697,3271,Hoeksche Waard
1698,3262,Hoeksche Waard
1699,3264,Hoeksche Waard
1700,3263,Hoeksche Waard
1701,3299,Hoeksche Waard
1702,3297,Hoeksche Waard
1703,3295,Hoeksche Waard
1704,3284,Hoeksche Waard
1705,3292,Hoeksche Waard
1706,3293,Hoeksche Waard
1707,3281,Hoeksche Waard
1708,3274,Hoeksche Waard
1709,3291,Hoeksche Waard
1710,3286,Hoeksche Waard
1711,7478,Hof van Twente
1712,7491,Hof van Twente
1713,7471,Hof van Twente
1714,7472,Hof van Twente
1715,7497,Hof van Twente
1716,7496,Hof van Twente
1717,7475,Hof van Twente
1718,7495,Hof van Twente
1719,1771,Hollands Kroon
1720,1732,Hollands Kroon
1721,1731,Hollands Kroon
1722,1775,Hollands Kroon
1723,1761,Hollands Kroon
1724,1779,Hollands Kroon
1725,1769,Hollands Kroon
1726,1768,Hollands Kroon
1727,1773,Hollands Kroon
1728,1774,Hollands Kroon
1729,1764,Hollands Kroon
1730,1767,Hollands Kroon
1731,1766,Hollands Kroon
1732,1778,Hollands Kroon
1733,1735,Hollands Kroon
1734,1734,Hollands Kroon
1735,1736,Hollands Kroon
1736,1733,Hollands Kroon
1737,1777,Hollands Kroon
1738,7902,Hoogeveen
1739,7901,Hoogeveen
1740,7907,Hoogeveen
1741,7903,Hoogeveen
1742,7905,Hoogeveen
1743,7914,Hoogeveen
1744,7909,Hoogeveen
1745,7908,Hoogeveen
1746,7912,Hoogeveen
1747,7913,Hoogeveen
1748,7904,Hoogeveen
1749,7906,Hoogeveen
1750,7931,Hoogeveen
1751,7918,Hoogeveen
1752,7911,Hoogeveen
1753,7916,Hoogeveen
1754,7934,Hoogeveen
1755,7933,Hoogeveen
1756,7936,Hoogeveen
1757,7915,Hoogeveen
1758,1622,Hoorn
1759,1627,Hoorn
1760,1628,Hoorn
1761,1625,Hoorn
1762,1623,Hoorn
1763,1624,Hoorn
1764,1695,Hoorn
1765,1689,Hoorn
1766,1621,Hoorn
1767,5864,Horst aan de Maas
1768,5866,Horst aan de Maas
1769,5871,Horst aan de Maas
1770,5872,Horst aan de Maas
1771,5865,Horst aan de Maas
1772,5971,Horst aan de Maas
1773,5977,Horst aan de Maas
1774,5966,Horst aan de Maas
1775,5961,Horst aan de Maas
1776,5963,Horst aan de Maas
1777,5973,Horst aan de Maas
1778,5975,Horst aan de Maas
1779,5964,Horst aan de Maas
1780,5766,Horst aan de Maas
1781,5976,Horst aan de Maas
1782,5962,Horst aan de Maas
1783,3994,Houten
1784,3998,Houten
1785,3993,Houten
1786,3991,Houten
1787,3997,Houten
1788,3999,Houten
1789,3992,Houten
1790,3995,Houten
1791,1273,Huizen
1792,1271,Huizen
1793,1275,Huizen
1794,1277,Huizen
1795,1272,Huizen
1796,1276,Huizen
1797,1274,Huizen
1798,4569,Hulst
1799,4568,Hulst
1800,4589,Hulst
1801,4581,Hulst
1802,4587,Hulst
1803,4586,Hulst
1804,4584,Hulst
1805,4564,Hulst
1806,4562,Hulst
1807,4561,Hulst
1808,4567,Hulst
1809,4566,Hulst
1810,4565,Hulst
1811,4583,Hulst
1812,4585,Hulst
1813,4588,Hulst
1814,3404,IJsselstein
1815,3401,IJsselstein
1816,3402,IJsselstein
1817,3403,IJsselstein
1818,2377,Kaag en Braassem
1819,2451,Kaag en Braassem
1820,2355,Kaag en Braassem
1821,2376,Kaag en Braassem
1822,2374,Kaag en Braassem
1823,2481,Kaag en Braassem
1824,2159,Kaag en Braassem
1825,2465,Kaag en Braassem
1826,2375,Kaag en Braassem
1827,2371,Kaag en Braassem
1828,8267,Kampen
1829,8271,Kampen
1830,8263,Kampen
1831,8265,Kampen
1832,8264,Kampen
1833,8274,Kampen
1834,8261,Kampen
1835,8262,Kampen
1836,8277,Kampen
1837,8293,Kampen
1838,8278,Kampen
1839,8275,Kampen
1840,8269,Kampen
1841,8266,Kampen
1842,8276,Kampen
1843,4421,Kapelle
1844,4424,Kapelle
1845,4423,Kapelle
1846,4482,Kapelle
1847,2236,Katwijk
1848,2224,Katwijk
1849,2225,Katwijk
1850,2223,Katwijk
1851,2231,Katwijk
1852,2232,Katwijk
1853,2235,Katwijk
1854,2221,Katwijk
1855,2222,Katwijk
1856,6468,Kerkrade
1857,6467,Kerkrade
1858,6465,Kerkrade
1859,6466,Kerkrade
1860,6464,Kerkrade
1861,6463,Kerkrade
1862,6462,Kerkrade
1863,6471,Kerkrade
1864,6461,Kerkrade
1865,6469,Kerkrade
1866,1648,Koggenland
1867,1633,Koggenland
1868,1713,Koggenland
1869,1641,Koggenland
1870,1631,Koggenland
1871,1647,Koggenland
1872,1634,Koggenland
1873,1643,Koggenland
1874,1652,Koggenland
1875,1711,Koggenland
1876,1642,Koggenland
1877,1645,Koggenland
1878,2923,Krimpen aan den IJssel
1879,2922,Krimpen aan den IJssel
1880,2926,Krimpen aan den IJssel
1881,2921,Krimpen aan den IJssel
1882,2925,Krimpen aan den IJssel
1883,2924,Krimpen aan den IJssel
1884,2861,Krimpenerwaard
1885,2931,Krimpenerwaard
1886,2855,Krimpenerwaard
1887,2872,Krimpenerwaard
1888,2865,Krimpenerwaard
1889,2831,Krimpenerwaard
1890,2851,Krimpenerwaard
1891,2821,Krimpenerwaard
1892,2825,Krimpenerwaard
1893,2935,Krimpenerwaard
1894,2871,Krimpenerwaard
1895,2941,Krimpenerwaard
1896,5737,Laarbeek
1897,5741,Laarbeek
1898,5735,Laarbeek
1899,5738,Laarbeek
1900,5455,Land van Cuijk
1901,5825,Land van Cuijk
1902,5437,Land van Cuijk
1903,5446,Land van Cuijk
1904,5445,Land van Cuijk
1905,5443,Land van Cuijk
1906,5451,Land van Cuijk
1907,5447,Land van Cuijk
1908,5846,Land van Cuijk
1909,5449,Land van Cuijk
1910,5824,Land van Cuijk
1911,5439,Land van Cuijk
1912,5438,Land van Cuijk
1913,5441,Land van Cuijk
1914,5454,Land van Cuijk
1915,5433,Land van Cuijk
1916,5434,Land van Cuijk
1917,5844,Land van Cuijk
1918,5435,Land van Cuijk
1919,5431,Land van Cuijk
1920,5845,Land van Cuijk
1921,5843,Land van Cuijk
1922,5836,Land van Cuijk
1923,5841,Land van Cuijk
1924,5835,Land van Cuijk
1925,5831,Land van Cuijk
1926,5361,Land van Cuijk
1927,5363,Land van Cuijk
1928,5453,Land van Cuijk
1929,5432,Land van Cuijk
1930,5364,Land van Cuijk
1931,5826,Land van Cuijk
1932,5827,Land van Cuijk
1933,5823,Land van Cuijk
1934,5821,Land van Cuijk
1935,6371,Landgraaf
1936,6373,Landgraaf
1937,6367,Landgraaf
1938,6374,Landgraaf
1939,6372,Landgraaf
1940,1451,Landsmeer
1941,1121,Landsmeer
1942,1127,Landsmeer
1943,2661,Lansingerland
1944,2665,Lansingerland
1945,2652,Lansingerland
1946,2651,Lansingerland
1947,2662,Lansingerland
1948,1251,Laren
1949,1252,Laren
1950,8937,Leeuwarden
1951,9054,Leeuwarden
1952,9053,Leeuwarden
1953,9071,Leeuwarden
1954,9081,Leeuwarden
1955,9082,Leeuwarden
1956,8834,Leeuwarden
1957,8832,Leeuwarden
1958,9084,Leeuwarden
1959,9026,Leeuwarden
1960,9008,Leeuwarden
1961,9024,Leeuwarden
1962,9023,Leeuwarden
1963,9022,Leeuwarden
1964,9003,Leeuwarden
1965,9004,Leeuwarden
1966,9009,Leeuwarden
1967,9007,Leeuwarden
1968,9006,Leeuwarden
1969,9086,Leeuwarden
1970,9025,Leeuwarden
1971,9087,Leeuwarden
1972,9085,Leeuwarden
1973,8835,Leeuwarden
1974,8933,Leeuwarden
1975,8921,Leeuwarden
1976,8925,Leeuwarden
1977,8917,Leeuwarden
1978,8926,Leeuwarden
1979,8918,Leeuwarden
1980,8927,Leeuwarden
1981,8919,Leeuwarden
1982,8923,Leeuwarden
1983,8924,Leeuwarden
1984,8922,Leeuwarden
1985,8931,Leeuwarden
1986,9083,Leeuwarden
1987,9088,Leeuwarden
1988,9089,Leeuwarden
1989,9051,Leeuwarden
1990,9055,Leeuwarden
1991,9056,Leeuwarden
1992,9057,Leeuwarden
1993,8941,Leeuwarden
1994,8932,Leeuwarden
1995,8916,Leeuwarden
1996,9001,Leeuwarden
1997,8833,Leeuwarden
1998,8934,Leeuwarden
1999,8911,Leeuwarden
2000,8913,Leeuwarden
2001,8915,Leeuwarden
2002,8914,Leeuwarden
2003,8935,Leeuwarden
2004,8912,Leeuwarden
2005,9027,Leeuwarden
2006,9011,Leeuwarden
2007,8939,Leeuwarden
2008,8938,Leeuwarden
2009,8936,Leeuwarden
2010,9005,Leeuwarden
2011,2318,Leiden
2012,2334,Leiden
2013,2333,Leiden
2014,2323,Leiden
2015,2324,Leiden
2016,2321,Leiden
2017,2314,Leiden
2018,2316,Leiden
2019,2311,Leiden
2020,2313,Leiden
2021,2312,Leiden
2022,2331,Leiden
2023,2332,Leiden
2024,2315,Leiden
2025,2322,Leiden
2026,2317,Leiden
2027,2352,Leiderdorp
2028,2351,Leiderdorp
2029,2353,Leiderdorp
2030,2272,Leidschendam-Voorburg
2031,2261,Leidschendam-Voorburg
2032,2262,Leidschendam-Voorburg
2033,2275,Leidschendam-Voorburg
2034,2264,Leidschendam-Voorburg
2035,2267,Leidschendam-Voorburg
2036,2271,Leidschendam-Voorburg
2037,2273,Leidschendam-Voorburg
2038,2266,Leidschendam-Voorburg
2039,2265,Leidschendam-Voorburg
2040,2274,Leidschendam-Voorburg
2041,2263,Leidschendam-Voorburg
2042,8222,Lelystad
2043,8221,Lelystad
2044,8226,Lelystad
2045,8212,Lelystad
2046,8243,Lelystad
2047,8223,Lelystad
2048,8224,Lelystad
2049,8219,Lelystad
2050,8225,Lelystad
2051,8232,Lelystad
2052,8211,Lelystad
2053,8233,Lelystad
2054,8242,Lelystad
2055,8239,Lelystad
2056,8245,Lelystad
2057,8244,Lelystad
2058,8241,Lelystad
2059,8231,Lelystad
2060,8218,Lelystad
2061,6086,Leudal
2062,6081,Leudal
2063,6085,Leudal
2064,6088,Leudal
2065,6083,Leudal
2066,6082,Leudal
2067,6014,Leudal
2068,6015,Leudal
2069,6012,Leudal
2070,6011,Leudal
2071,6037,Leudal
2072,6013,Leudal
2073,6096,Leudal
2074,6089,Leudal
2075,6095,Leudal
2076,6093,Leudal
2077,3791,Leusden
2078,3832,Leusden
2079,3831,Leusden
2080,3833,Leusden
2081,3835,Leusden
2082,3834,Leusden
2083,6687,Lingewaard
2084,6684,Lingewaard
2085,6852,Lingewaard
2086,6681,Lingewaard
2087,6691,Lingewaard
2088,6851,Lingewaard
2089,6686,Lingewaard
2090,6685,Lingewaard
2091,2162,Lisse
2092,2161,Lisse
2093,2163,Lisse
2094,7242,Lochem
2095,7244,Lochem
2096,7214,Lochem
2097,7216,Lochem
2098,7215,Lochem
2099,7213,Lochem
2100,7217,Lochem
2101,7218,Lochem
2102,7211,Lochem
2103,7241,Lochem
2104,7245,Lochem
2105,5171,Loon op Zand
2106,5172,Loon op Zand
2107,5175,Loon op Zand
2108,5176,Loon op Zand
2109,3415,Lopik
2110,3413,Lopik
2111,3405,Lopik
2112,3412,Lopik
2113,3411,Lopik
2114,7588,Losser
2115,7587,Losser
2116,7581,Losser
2117,7586,Losser
2118,7585,Losser
2119,7582,Losser
2120,5327,Maasdriel
2121,5324,Maasdriel
2122,5321,Maasdriel
2123,5335,Maasdriel
2124,6624,Maasdriel
2125,5331,Maasdriel
2126,5325,Maasdriel
2127,5334,Maasdriel
2128,5333,Maasdriel
2129,5328,Maasdriel
2130,6017,Maasgouw
2131,6107,Maasgouw
2132,6051,Maasgouw
2133,6109,Maasgouw
2134,6099,Maasgouw
2135,6067,Maasgouw
2136,6097,Maasgouw
2137,6019,Maasgouw
2138,5375,Maashorst
2139,5411,Maashorst
2140,5409,Maashorst
2141,5374,Maashorst
2142,5401,Maashorst
2143,5405,Maashorst
2144,5408,Maashorst
2145,5402,Maashorst
2146,5406,Maashorst
2147,5404,Maashorst
2148,5403,Maashorst
2149,3144,Maassluis
2150,3143,Maassluis
2151,3141,Maassluis
2152,3147,Maassluis
2153,3142,Maassluis
2154,3145,Maassluis
2155,3146,Maassluis
2156,6214,Maastricht
2157,6219,Maastricht
2158,6223,Maastricht
2159,6213,Maastricht
2160,6221,Maastricht
2161,6215,Maastricht
2162,6229,Maastricht
2163,6228,Maastricht
2164,6227,Maastricht
2165,6216,Maastricht
2166,6212,Maastricht
2167,6211,Maastricht
2168,6218,Maastricht
2169,6217,Maastricht
2170,6224,Maastricht
2171,6222,Maastricht
2172,6225,Maastricht
2173,6226,Maastricht
2174,1678,Medemblik
2175,1654,Medemblik
2176,1657,Medemblik
2177,1671,Medemblik
2178,1676,Medemblik
2179,1679,Medemblik
2180,1655,Medemblik
2181,1658,Medemblik
2182,1693,Medemblik
2183,1688,Medemblik
2184,1691,Medemblik
2185,1619,Medemblik
2186,1681,Medemblik
2187,1682,Medemblik
2188,1683,Medemblik
2189,1684,Medemblik
2190,1685,Medemblik
2191,1686,Medemblik
2192,1674,Medemblik
2193,1687,Medemblik
2194,1692,Medemblik
2195,6231,Meerssen
2196,6243,Meerssen
2197,6235,Meerssen
2198,6237,Meerssen
2199,6241,Meerssen
2200,5464,Meierijstad
2201,5467,Meierijstad
2202,5491,Meierijstad
2203,5492,Meierijstad
2204,5461,Meierijstad
2205,5482,Meierijstad
2206,5481,Meierijstad
2207,5466,Meierijstad
2208,5465,Meierijstad
2209,5462,Meierijstad
2210,5463,Meierijstad
2211,5469,Meierijstad
2212,7966,Meppel
2213,7942,Meppel
2214,7965,Meppel
2215,7948,Meppel
2216,7944,Meppel
2217,7941,Meppel
2218,7949,Meppel
2219,7943,Meppel
2220,4335,Middelburg
2221,4334,Middelburg
2222,4336,Middelburg
2223,4339,Middelburg
2224,4338,Middelburg
2225,4333,Middelburg
2226,4341,Middelburg
2227,4337,Middelburg
2228,4332,Middelburg
2229,4331,Middelburg
2230,2636,Midden-Delfland
2231,2635,Midden-Delfland
2232,3155,Midden-Delfland
2233,9436,Midden-Drenthe
2234,7928,Midden-Drenthe
2235,9441,Midden-Drenthe
2236,9432,Midden-Drenthe
2237,9442,Midden-Drenthe
2238,9416,Midden-Drenthe
2239,7937,Midden-Drenthe
2240,9415,Midden-Drenthe
2241,9433,Midden-Drenthe
2242,9435,Midden-Drenthe
2243,9434,Midden-Drenthe
2244,9439,Midden-Drenthe
2245,9438,Midden-Drenthe
2246,9437,Midden-Drenthe
2247,9421,Midden-Drenthe
2248,7910,Midden-Drenthe
2249,9412,Midden-Drenthe
2250,9431,Midden-Drenthe
2251,9414,Midden-Drenthe
2252,9413,Midden-Drenthe
2253,9422,Midden-Drenthe
2254,9419,Midden-Drenthe
2255,9418,Midden-Drenthe
2256,7938,Midden-Drenthe
2257,9411,Midden-Drenthe
2258,9625,Midden-Groningen
2259,9623,Midden-Groningen
2260,9607,Midden-Groningen
2261,9629,Midden-Groningen
2262,9632,Midden-Groningen
2263,9651,Midden-Groningen
2264,9649,Midden-Groningen
2265,9609,Midden-Groningen
2266,9602,Midden-Groningen
2267,9633,Midden-Groningen
2268,9601,Midden-Groningen
2269,9606,Midden-Groningen
2270,9608,Midden-Groningen
2271,9603,Midden-Groningen
2272,9621,Midden-Groningen
2273,9939,Midden-Groningen
2274,9626,Midden-Groningen
2275,9605,Midden-Groningen
2276,9611,Midden-Groningen
2277,9627,Midden-Groningen
2278,9624,Midden-Groningen
2279,9617,Midden-Groningen
2280,9615,Midden-Groningen
2281,9616,Midden-Groningen
2282,9619,Midden-Groningen
2283,9618,Midden-Groningen
2284,9628,Midden-Groningen
2285,9635,Midden-Groningen
2286,9636,Midden-Groningen
2287,4758,Moerdijk
2288,4772,Moerdijk
2289,4761,Moerdijk
2290,4765,Moerdijk
2291,4762,Moerdijk
2292,4759,Moerdijk
2293,4791,Moerdijk
2294,4793,Moerdijk
2295,4797,Moerdijk
2296,4794,Moerdijk
2297,4796,Moerdijk
2298,4782,Moerdijk
2299,4771,Moerdijk
2300,4781,Moerdijk
2301,2968,Molenlanden
2302,2965,Molenlanden
2303,2977,Molenlanden
2304,2969,Molenlanden
2305,2971,Molenlanden
2306,4241,Molenlanden
2307,2973,Molenlanden
2308,2974,Molenlanden
2309,2957,Molenlanden
2310,2959,Molenlanden
2311,2961,Molenlanden
2312,2964,Molenlanden
2313,4209,Molenlanden
2314,4221,Molenlanden
2315,4223,Molenlanden
2316,4225,Molenlanden
2317,2967,Molenlanden
2318,3381,Molenlanden
2319,3366,Molenlanden
2320,2975,Molenlanden
2321,6941,Montferland
2322,7045,Montferland
2323,7047,Montferland
2324,7046,Montferland
2325,7048,Montferland
2326,7039,Montferland
2327,7038,Montferland
2328,7037,Montferland
2329,7035,Montferland
2330,6942,Montferland
2331,7044,Montferland
2332,7036,Montferland
2333,7041,Montferland
2334,3417,Montfoort
2335,3461,Montfoort
2336,6587,Mook en Middelaar
2337,6585,Mook en Middelaar
2338,6584,Mook en Middelaar
2339,6586,Mook en Middelaar
2340,4041,Neder-Betuwe
2341,4043,Neder-Betuwe
2342,4051,Neder-Betuwe
2343,4053,Neder-Betuwe
2344,4054,Neder-Betuwe
2345,6669,Neder-Betuwe
2346,6092,Nederweert
2347,6091,Nederweert
2348,6031,Nederweert
2349,6035,Nederweert
2350,6034,Nederweert
2351,3436,Nieuwegein
2352,3434,Nieuwegein
2353,3439,Nieuwegein
2354,3432,Nieuwegein
2355,3435,Nieuwegein
2356,3431,Nieuwegein
2357,3438,Nieuwegein
2358,3433,Nieuwegein
2359,3437,Nieuwegein
2360,2432,Nieuwkoop
2361,2431,Nieuwkoop
2362,2441,Nieuwkoop
2363,3653,Nieuwkoop
2364,1428,Nieuwkoop
2365,2461,Nieuwkoop
2366,2435,Nieuwkoop
2367,3651,Nieuwkoop
2368,3652,Nieuwkoop
2369,2421,Nieuwkoop
2370,3863,Nijkerk
2371,3861,Nijkerk
2372,3864,Nijkerk
2373,3862,Nijkerk
2374,3871,Nijkerk
2375,6545,Nijmegen
2376,6544,Nijmegen
2377,6546,Nijmegen
2378,6532,Nijmegen
2379,6531,Nijmegen
2380,6525,Nijmegen
2381,6663,Nijmegen
2382,6574,Nijmegen
2383,6535,Nijmegen
2384,6522,Nijmegen
2385,6512,Nijmegen
2386,6511,Nijmegen
2387,6523,Nijmegen
2388,6515,Nijmegen
2389,6538,Nijmegen
2390,6524,Nijmegen
2391,6521,Nijmegen
2392,6542,Nijmegen
2393,6543,Nijmegen
2394,6537,Nijmegen
2395,6536,Nijmegen
2396,6533,Nijmegen
2397,6541,Nijmegen
2398,6534,Nijmegen
2399,3208,Nissewaard
2400,3201,Nissewaard
2401,3218,Nissewaard
2402,3212,Nissewaard
2403,3202,Nissewaard
2404,3206,Nissewaard
2405,3203,Nissewaard
2406,3205,Nissewaard
2407,3207,Nissewaard
2408,3209,Nissewaard
2409,3204,Nissewaard
2410,3216,Nissewaard
2411,3214,Nissewaard
2412,3211,Nissewaard
2413,9134,Noardeast-Fryslân
2414,9073,Noardeast-Fryslân
2415,9074,Noardeast-Fryslân
2416,9144,Noardeast-Fryslân
2417,9299,Noardeast-Fryslân
2418,9853,Noardeast-Fryslân
2419,9298,Noardeast-Fryslân
2420,9294,Noardeast-Fryslân
2421,9293,Noardeast-Fryslân
2422,9292,Noardeast-Fryslân
2423,9851,Noardeast-Fryslân
2424,9148,Noardeast-Fryslân
2425,9147,Noardeast-Fryslân
2426,9142,Noardeast-Fryslân
2427,9145,Noardeast-Fryslân
2428,9138,Noardeast-Fryslân
2429,9137,Noardeast-Fryslân
2430,9143,Noardeast-Fryslân
2431,9141,Noardeast-Fryslân
2432,9151,Noardeast-Fryslân
2433,9174,Noardeast-Fryslân
2434,9173,Noardeast-Fryslân
2435,9175,Noardeast-Fryslân
